NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	29	15		
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DEVELOPMENT	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MATRIX_ADHESION_VIA_FIBRONECTIN	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	137	55		
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	110	52		
GOBP_POSITIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	35	17		
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	75	30		
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	50	25		
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	221	103		
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_WOUND_HEALING	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	60	36		
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TUBE_FORMATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ERAD_PATHWAY	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	32		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	201	97		
GOBP_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	37	15		
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	331	109		
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	37		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	33		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXIT_FROM_MITOSIS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS	85	31		
GOBP_POSITIVE_REGULATION_OF_EXOSOMAL_SECRETION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	29	16		
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	59	30		
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	24		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	40	21		
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_OXIDATION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	72	32		
GOBP_POSITIVE_REGULATION_OF_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FEAR_RESPONSE	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FEEDING_BEHAVIOR	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FERTILIZATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FEVER_GENERATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_MIGRATION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	57	32		
GOBP_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY	30		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FOCAL_ADHESION_ASSEMBLY	26		Rejected!	
GOBP_POSITIVE_REGULATION_OF_G0_TO_G1_TRANSITION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE	56		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL_DIFFERENTIATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GAP_JUNCTION_ASSEMBLY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GASTRO_INTESTINAL_SYSTEM_SMOOTH_MUSCLE_CONTRACTION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GASTRULATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	1251	488		
GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	61		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION_VIA_CHROMOSOMAL_CPG_ISLAND_DEMETHYLATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	43	20		
GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_MIGRATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION	24		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS	70	34		
GOBP_POSITIVE_REGULATION_OF_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLOMERULUS_DEVELOPMENT	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLUCOCORTICOID_SECRETION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLUCONEOGENESIS	23		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	49	15		
GOBP_POSITIVE_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLUTAMATE_SECRETION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLYCOGEN_BIOSYNTHETIC_PROCESS	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	22		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GONADOTROPIN_SECRETION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GONAD_DEVELOPMENT	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	27	16		
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GROWTH	263	91		
GOBP_POSITIVE_REGULATION_OF_GROWTH_HORMONE_SECRETION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY	93	33		
GOBP_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	42	17		
GOBP_POSITIVE_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HAIR_FOLLICLE_MATURATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEART_GROWTH	43	20		
GOBP_POSITIVE_REGULATION_OF_HEART_RATE	28	15		
GOBP_POSITIVE_REGULATION_OF_HEAT_GENERATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEMOGLOBIN_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS	200	100		
GOBP_POSITIVE_REGULATION_OF_HEPATIC_STELLATE_CELL_ACTIVATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEPATOCYTE_PROLIFERATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HIPPO_SIGNALING	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	20	15		
GOBP_POSITIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION	154	60		
GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	23		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	126	48		
GOBP_POSITIVE_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	276	140		
GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	822	354		
GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1171		Rejected!	
GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	59	24		
GOBP_POSITIVE_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY	28		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	166	91		
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION	94	33		
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS	40		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTEGRIN_ACTIVATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	26		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	42		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	43	24		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	43	28		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION	28	19		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_18_PRODUCTION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	74	38		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_23_PRODUCTION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	37	23		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	27	21		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	103	60		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	65	29		
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	93	28		
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	1159	453		
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	137	39		
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	68	18		
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING	29		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING_TO_IGG_ISOTYPES	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_JNK_CASCADE	99	38		
GOBP_POSITIVE_REGULATION_OF_JUN_KINASE_ACTIVITY	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_APOPTOTIC_PROCESS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_KINASE_ACTIVITY	149	63		
GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	28		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_MORPHOGENESIS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	36		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	24		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	33	21		
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	287	147		
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	97	61		
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION	25		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	157	80		
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	152	94		
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	173	96		
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_TETHERING_OR_ROLLING	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LIGASE_ACTIVITY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LIPASE_ACTIVITY	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	99	44		
GOBP_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	27		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION	107	60		
GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	137	60		
GOBP_POSITIVE_REGULATION_OF_LIPID_STORAGE	23		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	87	47		
GOBP_POSITIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LOCOMOTION	645	331		
GOBP_POSITIVE_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	24		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LYASE_ACTIVITY	23		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_ANERGY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	141	72		
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	44	25		
GOBP_POSITIVE_REGULATION_OF_LYSOSOMAL_PROTEIN_CATABOLIC_PROCESS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY	96	19		
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION	31	16		
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION	24		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	21	15		
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DIFFERENTIATION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION	28	18		
GOBP_POSITIVE_REGULATION_OF_MAINTENANCE_OF_SISTER_CHROMATID_COHESION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MAPKKK_CASCADE_BY_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE	470	215		
GOBP_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	40	18		
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_CHEMOTAXIS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_CYTOKINE_PRODUCTION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_DEGRANULATION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_PROLIFERATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE	27		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MELANOCYTE_DIFFERENTIATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY	50		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_POTENTIAL	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMORY_T_CELL_DIFFERENTIATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	27	16		
GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_STEM_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_STEM_CELL_PROLIFERATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MHC_CLASS_II_BIOSYNTHETIC_PROCESS	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MHC_CLASS_I_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MICROGLIAL_CELL_MIGRATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_NUCLEATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	38		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MIRNA_CATABOLIC_PROCESS	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS	67	31		
GOBP_POSITIVE_REGULATION_OF_MIRNA_PROCESSING	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION	56	30		
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_CALCIUM_ION_CONCENTRATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION	22		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FUSION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY	45		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_TRANSLATION	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	136	36		
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	103	26		
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CYTOKINESIS	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	46	21		
GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	582	209		
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	132	56		
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	195	81		
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS	23	15		
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_DIFFERENTIATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_EXTRAVASATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	98	60		
GOBP_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	38	19		
GOBP_POSITIVE_REGULATION_OF_MRNA_3_END_PROCESSING	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS	202		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	237		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING	37		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MUCUS_SECRETION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1728		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	34		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MUSCLE_ADAPTATION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS	35		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	85	33		
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION	50	17		
