NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_PLACENTA_DEVELOPMENT	161	64		
GOBP_PLASMA_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE	61	25		
GOBP_PLASMA_MEMBRANE_FUSION	35		Rejected!	
GOBP_PLASMA_MEMBRANE_LACTATE_TRANSPORT	5		Rejected!	
GOBP_PLASMA_MEMBRANE_ORGANIZATION	180	58		
GOBP_PLASMA_MEMBRANE_PHOSPHOLIPID_SCRAMBLING	30		Rejected!	
GOBP_PLASMA_MEMBRANE_RAFT_ASSEMBLY	10		Rejected!	
GOBP_PLASMA_MEMBRANE_RAFT_ORGANIZATION	14		Rejected!	
GOBP_PLASMA_MEMBRANE_REPAIR	30		Rejected!	
GOBP_PLASMA_MEMBRANE_TO_ENDOSOME_TRANSPORT	9		Rejected!	
GOBP_PLASMA_MEMBRANE_TUBULATION	19		Rejected!	
GOBP_PLASMINOGEN_ACTIVATION	26		Rejected!	
GOBP_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS	8		Rejected!	
GOBP_PLATELET_ACTIVATION	142	71		
GOBP_PLATELET_AGGREGATION	78	40		
GOBP_PLATELET_DEGRANULATION	8		Rejected!	
GOBP_PLATELET_DENSE_GRANULE_ORGANIZATION	25		Rejected!	
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA_SIGNALING_PATHWAY	7		Rejected!	
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	15		Rejected!	
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	62	35		
GOBP_PLATELET_MORPHOGENESIS	27		Rejected!	
GOBP_PLUS_END_DIRECTED_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	7		Rejected!	
GOBP_PML_BODY_ORGANIZATION	7		Rejected!	
GOBP_PODOCYTE_CELL_MIGRATION	7		Rejected!	
GOBP_PODOSOME_ASSEMBLY	22		Rejected!	
GOBP_POINTED_END_ACTIN_FILAMENT_CAPPING	7		Rejected!	
GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION	27		Rejected!	
GOBP_POLAR_BODY_EXTRUSION_AFTER_MEIOTIC_DIVISIONS	5		Rejected!	
GOBP_POLYAMINE_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_POLYAMINE_METABOLIC_PROCESS	19		Rejected!	
GOBP_POLYAMINE_TRANSPORT	16		Rejected!	
GOBP_POLYKETIDE_METABOLIC_PROCESS	10		Rejected!	
GOBP_POLYOL_BIOSYNTHETIC_PROCESS	62	21		
GOBP_POLYOL_CATABOLIC_PROCESS	10		Rejected!	
GOBP_POLYOL_METABOLIC_PROCESS	109	33		
GOBP_POLYOL_TRANSMEMBRANE_TRANSPORT	11		Rejected!	
GOBP_POLYPRENOL_METABOLIC_PROCESS	10		Rejected!	
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	59	15		
GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS	30		Rejected!	
GOBP_POLYSACCHARIDE_METABOLIC_PROCESS	108	28		
GOBP_POLY_A_DEPENDENT_SNORNA_3_END_PROCESSING	8		Rejected!	
GOBP_POLY_A_PLUS_MRNA_EXPORT_FROM_NUCLEUS	25		Rejected!	
GOBP_POLY_N_ACETYLLACTOSAMINE_METABOLIC_PROCESS	10		Rejected!	
GOBP_PONS_DEVELOPMENT	11		Rejected!	
GOBP_PORE_COMPLEX_ASSEMBLY	20		Rejected!	
GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	54		Rejected!	
GOBP_POSITIVE_CHEMOTAXIS	72	41		
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS	21		Rejected!	
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	18		Rejected!	
GOBP_POSITIVE_REGULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_3_UTR_MEDIATED_MRNA_STABILIZATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACROSOME_REACTION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	62	32		
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	52	26		
GOBP_POSITIVE_REGULATION_OF_ACTIN_NUCLEATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTION_POTENTIAL	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	28		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	28	17		
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	136	60		
GOBP_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AGGREPHAGY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	31		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	76	48		
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	57	35		
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	24	17		
GOBP_POSITIVE_REGULATION_OF_AMIDE_METABOLIC_PROCESS	31	15		
GOBP_POSITIVE_REGULATION_OF_AMINE_METABOLIC_PROCESS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	39		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMINO_ACID_TRANSPORT	22		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_CLEARANCE	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_FORMATION	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	27		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	35	19		
GOBP_POSITIVE_REGULATION_OF_ANOIKIS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	28		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ANTIMICROBIAL_HUMORAL_RESPONSE	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_CELL_CLEARANCE	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	154	58		
GOBP_POSITIVE_REGULATION_OF_ARACHIDONATE_SECRETION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ARTERY_MORPHOGENESIS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	23		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGOSOME_MATURATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY	162	36		
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	27		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS	77	30		
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION	39	16		
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BEHAVIOR	29		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BINDING	72	24		
GOBP_POSITIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	54	28		
GOBP_POSITIVE_REGULATION_OF_BLOOD_BRAIN_BARRIER_PERMEABILITY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION	40	19		
GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE	37		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_BRANCHING	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	80	28		
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	23		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_REMODELING	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	40	17		
GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION	44	24		
GOBP_POSITIVE_REGULATION_OF_BONE_RESORPTION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION	87	42		
GOBP_POSITIVE_REGULATION_OF_B_CELL_DIFFERENTIATION	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	43	17		
GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	47	29		
GOBP_POSITIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT	27		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	72	31		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	110	51		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	59	27		
GOBP_POSITIVE_REGULATION_OF_CAMP_PKA_SIGNAL_TRANSDUCTION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	227	91		
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	116	42		
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	83	29		
GOBP_POSITIVE_REGULATION_OF_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	33		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	33	20		
GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	647	145		
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	343	122		
GOBP_POSITIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY	28		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	49	33		
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	39	26		
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	506	177		
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	1130	395		
GOBP_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_PH_REDUCTION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPIRATION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	25		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	34		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_SENESCENCE	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	400	201		
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION	506	263		
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	22	15		
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MOLECULE_PRODUCTION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	341	177		
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE	346	107		
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	70	21		
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	30		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	124	33		
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	275	86		
GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT	450	195		
GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION	915	390		
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION	98	43		
GOBP_POSITIVE_REGULATION_OF_CELL_FATE_COMMITMENT	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH	167	54		
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	112	45		
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	72	38		
GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION	57	32		
GOBP_POSITIVE_REGULATION_OF_CELL_MATURATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	37	17		
GOBP_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS	37		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	988	431		
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	358	123		
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_IN_BONE_MARROW	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_SIZE	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	128	72		
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	31		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CENTRIOLE_ELONGATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CENTRIOLE_REPLICATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CENTROSOME_DUPLICATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CGAS_STING_SIGNALING_PATHWAY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CGMP_MEDIATED_SIGNALING	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_1_PRODUCTION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	72	38		
GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS	145	92		
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	27	17		
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	24		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_STORAGE	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_PROLIFERATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHROMATIN_BINDING	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_CONDENSATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	105	16		
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	30		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION	32		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY	30		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CILIUM_MOVEMENT	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_COAGULATION	30		Rejected!	
GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	101	43		
GOBP_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	26		Rejected!	
GOBP_POSITIVE_REGULATION_OF_COLLATERAL_SPROUTING	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_COMPLEMENT_ACTIVATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CONNECTIVE_TISSUE_REPLACEMENT	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CORTICOSTEROID_HORMONE_SECRETION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYCLASE_ACTIVITY	25		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS	50	15		
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	519	268		
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	88	44		
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	30		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATIONAL_INITIATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	189	79		
GOBP_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	167	87		
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	556	225		
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	33		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITE_EXTENSION	22		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_CYTOKINE_PRODUCTION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	41		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	174	69		
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PIGMENTATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	1399		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING	29		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	133	48		
GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	46		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_CATABOLIC_PROCESS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_CHECKPOINT	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	283	48		
GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION	76		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR	142		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_REPLICATION	42		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	62		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	72		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DOPAMINE_SECRETION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	98		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	43		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_D_GLUCOSE_IMPORT	38		Rejected!	
GOBP_POSITIVE_REGULATION_OF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORT	46	15		
GOBP_POSITIVE_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT	22		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENAMEL_MINERALIZATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOCYTIC_RECYCLING	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS	165	79		
GOBP_POSITIVE_REGULATION_OF_ENDOPEPTIDASE_ACTIVITY	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	11		Rejected!	
