sample,K,gep,label,label_kind,ROGUE,n_cells,baseline_ROGUE,delta_ROGUE,recommendation
GSM4138144,6,1,Ambiguous/Mixed,ambiguous,0.8638741106677961,292,,,ambiguous
GSM4138118,6,1,Ambiguous/Mixed,ambiguous,0.892680065325938,290,,,ambiguous
GSM4138131,6,2,DC_family,family,0.7167153982415957,282,0.7536865945444218,-0.03697119630282608,tie
GSM4138158,6,1,Ambiguous/Mixed,ambiguous,0.9039463259653715,272,,,ambiguous
GSM4138145,6,1,Ambiguous/Mixed,ambiguous,0.8164540397626308,258,,,ambiguous
GSM4138135,6,4,Ambiguous/Mixed,ambiguous,0.7658426306984571,228,,,ambiguous
GSM4138155,6,1,Ambiguous/Mixed,ambiguous,0.8058474096074996,193,,,ambiguous
GSM4138150,6,1,Ambiguous/Mixed,ambiguous,0.9065579601561824,189,,,ambiguous
GSM4138155,6,2,DC_family,family,0.7058781911771544,186,0.7010983122032448,0.004779878973909635,tie
GSM4138145,6,2,DC_family,family,0.7410749749983234,178,0.7535493269325659,-0.012474351934242511,tie
GSM4138148,6,1,Ambiguous/Mixed,ambiguous,0.8619332230195504,174,,,ambiguous
GSM4138141,6,2,DC_family,family,0.7405548032071125,172,0.7646439714392582,-0.024089168232145686,tie
GSM4138139,6,1,Ambiguous/Mixed,ambiguous,0.856103483221548,166,,,ambiguous
GSM4138139,6,3,Macrophage_family,family,0.7391694030203018,164,0.6611390100606357,0.07803039295966607,purer
GSM4138137,6,4,Ambiguous/Mixed,ambiguous,0.8012452272779182,157,,,ambiguous
GSM4138117,6,1,Ambiguous/Mixed,ambiguous,0.806622726491546,157,,,ambiguous
GSM4138164,6,1,Ambiguous/Mixed,ambiguous,0.841996642698004,155,,,ambiguous
GSM4138127,6,1,Ambiguous/Mixed,ambiguous,0.8810758084020189,155,,,ambiguous
GSM4138135,6,1,Ambiguous/Mixed,ambiguous,0.9182426453100236,151,,,ambiguous
GSM4138143,6,1,Ambiguous/Mixed,ambiguous,0.8187811757987067,145,,,ambiguous
GSM4138125,6,1,Ambiguous/Mixed,ambiguous,0.8170575445636903,143,,,ambiguous
GSM4138111,6,2,DC_family,family,0.6929328846732705,142,0.7139188135165719,-0.020985928843301416,tie
GSM4138155,6,4,Ambiguous/Mixed,ambiguous,0.7434196239767549,141,,,ambiguous
GSM4138143,6,2,DC_family,family,0.7841178639233746,141,0.7974127699611427,-0.013294906037768173,tie
GSM4138123,6,2,DC_family,family,0.6559064039345078,140,0.7694321137860433,-0.11352570985153543,less_pure
GSM4138139,6,4,Ambiguous/Mixed,ambiguous,0.824821756090504,138,,,ambiguous
GSM4138161,6,2,DC_family,family,0.6758665173454972,136,0.6918033483531927,-0.015936831007695496,tie
GSM4138137,6,1,Ambiguous/Mixed,ambiguous,0.8872736328936847,135,,,ambiguous
GSM4138133,6,2,DC_family,family,0.7409212754301988,134,0.7773132578349409,-0.03639198240474206,tie
GSM4138161,6,1,Ambiguous/Mixed,ambiguous,0.8542793943988874,133,,,ambiguous
GSM4138131,6,1,Ambiguous/Mixed,ambiguous,0.8873341686103458,130,,,ambiguous
GSM4138131,6,3,Macrophage_family,family,0.7980414157391909,125,0.7412359185254018,0.056805497213789025,purer
GSM4138127,6,2,DC_family,family,0.7573782258329818,124,0.891335201708411,-0.1339569758754292,less_pure
GSM4138111,6,1,Ambiguous/Mixed,ambiguous,0.8249797611535536,120,,,ambiguous
GSM4138127,6,4,Ambiguous/Mixed,ambiguous,0.8072737434314421,111,,,ambiguous
GSM4138155,6,3,Macrophage_family,family,0.7139650764146923,108,0.6299154299118346,0.08404964650285773,purer
GSM4138161,6,5,DC_pDC,specific,0.882884773226156,105,0.8488491714550629,0.034035601771093105,tie
GSM4138131,6,5,DC_pDC,specific,0.9369238574581618,104,0.9179857890881354,0.018938068370026317,tie
GSM4138137,6,2,DC_family,family,0.7944095264874084,103,0.839030314310623,-0.04462078782321466,tie
GSM4138139,6,2,DC_family,family,0.79224471611957,102,0.8604547296733422,-0.06821001355377221,less_pure
GSM4138115,6,2,DC_family,family,0.7663447148541443,98,0.7727754744975728,-0.00643075964342843,tie
GSM4138129,6,1,Ambiguous/Mixed,ambiguous,0.8569421862480828,93,,,ambiguous
GSM4138131,6,4,Ambiguous/Mixed,ambiguous,0.8027865644962731,92,,,ambiguous
GSM4138121,6,4,Ambiguous/Mixed,ambiguous,0.7573701648026191,89,,,ambiguous
GSM4138133,6,3,Macrophage_family,family,0.8148856950727769,89,0.7734595161579602,0.0414261789148167,tie
GSM4138113,6,1,Ambiguous/Mixed,ambiguous,0.8471789908308671,89,,,ambiguous
GSM4138135,6,2,DC_family,family,0.8350946368133607,82,0.841697457205539,-0.006602820392178299,tie
GSM4138129,6,3,Macrophage_family,family,0.8323969031388694,80,0.7576685488530968,0.07472835428577262,purer
GSM4138117,6,3,Macrophage_family,family,0.798808416088053,78,0.7420397036679759,0.05676871242007708,purer
GSM4138117,6,2,DC_family,family,0.7752928290882938,74,0.8983178908723612,-0.12302506178406747,less_pure
GSM4138141,6,5,DC_pDC,specific,0.9220778673883754,70,0.9165508686482305,0.0055269987401448395,tie
GSM4138133,6,1,Ambiguous/Mixed,ambiguous,0.9281308338231139,66,,,ambiguous
GSM4138111,6,5,DC_pDC,specific,0.8921496096643795,63,0.8980982837036952,-0.005948674039315649,tie
GSM4138157,6,2,DC_family,family,0.8301790069109647,60,0.8709308666726747,-0.04075185976171003,tie
GSM4138139,6,6,Mast,specific,0.966827109414383,59,0.9658315628046693,0.0009955466097136823,tie
GSM4138141,6,3,Macrophage_family,family,0.8557321118961789,58,0.8124580686420484,0.043274043254130534,tie
GSM4138159,6,1,Ambiguous/Mixed,ambiguous,0.9410856453243512,53,,,ambiguous
GSM4138157,6,1,Ambiguous/Mixed,ambiguous,0.8837468795189103,51,,,ambiguous
GSM4138159,6,2,DC_family,family,0.7598414970023137,50,0.774082064685566,-0.014240567683252214,tie
GSM4138155,6,5,DC_pDC,specific,0.904973189507882,50,0.9062361607604512,-0.001262971252569245,tie
GSM4138119,6,1,Ambiguous/Mixed,ambiguous,0.8828307620991742,49,,,ambiguous
GSM4138123,6,5,DC_pDC,specific,0.9508575041839805,48,0.9383997749472549,0.012457729236725612,tie
GSM4138121,6,1,Ambiguous/Mixed,ambiguous,0.8949538442297315,47,,,ambiguous
GSM4138161,6,4,Ambiguous/Mixed,ambiguous,0.8435735821300716,47,,,ambiguous
GSM4138127,6,3,Macrophage_family,family,0.9228253977982559,45,0.7778561108377001,0.14496928696055578,purer
GSM4138143,6,5,DC_pDC,specific,0.9287322613330776,45,0.9295762244202338,-0.0008439630871561743,tie
GSM4138145,6,5,DC_pDC,specific,0.945258029964264,45,0.9472622152517468,-0.002004185287482807,tie
GSM4138113,6,2,DC_family,family,0.7788455617675204,40,0.7632287255055046,0.01561683626201582,tie
GSM4138123,6,4,Ambiguous/Mixed,ambiguous,0.8963457859742407,37,,,ambiguous
GSM4138129,6,2,DC_family,family,0.8714175018134912,36,0.8738886990016175,-0.002471197188126273,tie
GSM4138121,6,2,DC_family,family,0.8014687944220541,35,0.85151969778944,-0.050050903367385935,less_pure
GSM4138113,6,5,DC_pDC,specific,0.9193607203971467,34,0.9211167331049517,-0.0017560127078050103,tie
GSM4138145,6,4,Ambiguous/Mixed,ambiguous,0.9293402607821224,34,,,ambiguous
GSM4138147,6,5,DC_pDC,specific,0.935324749011505,31,0.935324749011505,0.0,tie
GSM4138123,6,1,Ambiguous/Mixed,ambiguous,0.940373709744404,31,,,ambiguous
GSM4138143,6,6,Mast,specific,0.9748135904112316,31,0.9748135904112316,0.0,tie
GSM4138115,6,1,Ambiguous/Mixed,ambiguous,0.9531854121100907,30,,,ambiguous
GSM4138111,6,6,Mast,specific,0.876493661763317,29,0.9059125026497903,-0.029418840886473285,tie
GSM4138143,6,3,Macrophage_family,family,0.88842253879132,29,0.7385317125013253,0.14989082628999473,purer
GSM4138129,6,4,Ambiguous/Mixed,ambiguous,0.9007170083013085,29,,,ambiguous
GSM4138119,6,2,DC_family,family,0.8667932022025296,28,0.903900009773125,-0.03710680757059537,tie
GSM4138127,6,5,DC_pDC,specific,0.9538411986320278,27,0.9441912994803779,0.009649899151649821,tie
GSM4138153,6,2,DC_family,family,0.8756505205390447,27,0.9378503541294222,-0.06219983359037751,less_pure
GSM4138129,6,5,DC_pDC,specific,0.9868286715955322,25,0.9868286715955322,0.0,tie
GSM4138119,6,3,Macrophage_family,family,0.8443560073622928,25,0.7571052713504478,0.08725073601184496,purer
GSM4138112,6,5,DC_pDC,specific,0.9670409840078681,25,0.9672228106134714,-0.00018182660560328578,tie
GSM4138125,6,2,DC_family,family,0.9418781107392166,24,0.95113418699402,-0.009256076254803403,tie
GSM4138157,6,3,Macrophage_family,family,0.9499196703255945,23,0.8168706613307802,0.1330490089948143,purer
GSM4138139,6,5,DC_pDC,specific,0.9506174967437965,22,0.9506174967437965,0.0,tie
GSM4138160,6,5,DC_pDC,specific,0.9826077730887751,22,0.980833886723325,0.0017738863654500614,tie
GSM4138135,6,6,Mast,specific,1.0,21,1.0,0.0,tie
GSM4138171,6,2,DC_family,family,0.9866339541778586,21,0.985688027513448,0.0009459266644106235,tie
GSM4138122,6,5,DC_pDC,specific,0.9782659584116306,20,0.9782659584116306,0.0,tie
GSM4138153,6,1,Ambiguous/Mixed,ambiguous,0.970288946387194,20,,,ambiguous
GSM4138133,6,5,DC_pDC,specific,0.9772575612773257,20,0.9780104357713506,-0.0007528744940249466,tie
GSM4138159,6,3,Macrophage_family,family,0.9735035046871444,20,0.8696457764255141,0.10385772826163031,purer
GSM4138110,6,5,DC_pDC,specific,0.9697106021963595,20,0.9555193703185515,0.01419123187780802,tie
GSM4138128,6,5,DC_pDC,specific,0.9782659584116306,20,0.9782659584116306,0.0,tie
GSM4138111,6,3,Macrophage_family,family,0.9091338002589118,20,0.7348820353100064,0.17425176494890537,purer
GSM4138168,6,5,DC_pDC,specific,0.9457890908623999,20,0.9457890908623999,0.0,tie
GSM4138141,6,4,Ambiguous/Mixed,ambiguous,0.9469821716081,19,,,ambiguous
GSM4138155,6,6,Mast,specific,0.9381206978557273,19,0.9381206978557273,0.0,tie
GSM4138131,6,6,Mast,specific,0.9564196483172959,19,0.9764376533440459,-0.020018005026749996,tie
GSM4138115,6,5,DC_pDC,specific,0.9794161116049125,18,0.9816087420119992,-0.0021926304070867264,tie
GSM4138135,6,5,DC_pDC,specific,0.9714275620812333,18,0.9787886250594097,-0.0073610629781764025,tie
GSM4138145,6,3,Macrophage_family,family,0.9668025194701134,17,0.8162928621790009,0.15050965729111254,purer
GSM4138157,6,4,Ambiguous/Mixed,ambiguous,0.9582374872899588,17,,,ambiguous
GSM4138162,6,5,DC_pDC,specific,0.9897606953288196,17,0.9897606953288196,0.0,tie
GSM4138130,6,5,DC_pDC,specific,0.9652784490766921,17,0.9639490407838097,0.001329408292882417,tie
GSM4138149,6,2,DC_family,family,0.9431629675052705,16,,,no_baseline
GSM4138121,6,3,Macrophage_family,family,0.954341197235705,16,0.7061923152542848,0.24814888198142016,purer
GSM4138170,6,2,DC_family,family,0.967132556190899,16,0.9514630440883375,0.01566951210256151,tie
GSM4138163,6,5,DC_pDC,specific,0.9941087355013785,16,0.9858316108356697,0.008277124665708735,tie
GSM4138157,6,5,DC_pDC,specific,0.978093154163344,16,0.9771060119735836,0.0009871421897603705,tie
GSM4138117,6,6,Mast,specific,0.9848958966969695,15,0.9848958966969695,0.0,tie
GSM4138134,6,5,DC_pDC,specific,0.9856991785152992,15,0.9856991785152992,0.0,tie
GSM4138151,6,5,DC_pDC,specific,0.9806392337550041,15,0.9806392337550041,0.0,tie
GSM4138134,7,1,Mono_CD14_ID1,specific,0.9561562126178971,1213,,,no_baseline
GSM4138156,7,1,Mono_CD14_ID1,specific,0.9057935180236475,912,,,no_baseline
GSM4138126,7,1,Mono_CD14_ID1,specific,0.9549444876876225,757,,,no_baseline
GSM4138116,7,1,Mono_CD14_ID1,specific,0.9303430193458323,701,,,no_baseline
GSM4138140,7,1,Mono_CD14_ID1,specific,0.922601387293611,692,,,no_baseline
GSM4138142,7,1,Mono_CD14_ID1,specific,0.9099268124169119,686,0.9672045977511199,-0.05727778533420802,less_pure
GSM4138132,7,1,Mono_CD14_ID1,specific,0.9366804967071318,642,,,no_baseline
GSM4138136,7,1,Mono_CD14_ID1,specific,0.911325329709356,634,,,no_baseline
GSM4138110,7,1,Mono_CD14_ID1,specific,0.9166625949074731,625,,,no_baseline
GSM4138120,7,1,Mono_CD14_ID1,specific,0.8739225499269356,591,0.9143636094168758,-0.040441059489940145,tie
GSM4138130,7,1,Mono_CD14_ID1,specific,0.923439792533927,584,,,no_baseline
GSM4138138,7,1,Mono_CD14_ID1,specific,0.90393497044711,573,,,no_baseline
GSM4138128,7,1,Mono_CD14_ID1,specific,0.8959558474415688,535,,,no_baseline
GSM4138122,7,1,Mono_CD14_ID1,specific,0.8959558474415688,535,,,no_baseline
GSM4138160,7,1,Mono_CD14_ID1,specific,0.9194571607494754,481,,,no_baseline
GSM4138162,7,1,Mono_CD14_ID1,specific,0.9205112601574489,467,,,no_baseline
GSM4138166,7,1,Mono_CD14_ID1,specific,0.9007023458285124,458,,,no_baseline
GSM4138146,7,1,Mono_CD14_ID1,specific,0.8998833118367539,455,,,no_baseline
GSM4138152,7,1,Mono_CD14_ID1,specific,0.9018983641004333,447,0.9520007247267991,-0.05010236062636575,less_pure
GSM4138165,7,1,Mono_CD14_ID1,specific,0.911111095348856,433,,,no_baseline
GSM4138123,7,3,Macrophage_family,family,0.7433099985602454,419,0.7056844211043604,0.03762557745588502,tie
GSM4138163,7,1,Mono_CD14_ID1,specific,0.918019092008881,415,,,no_baseline
GSM4138135,7,3,Macrophage_family,family,0.7525181923360985,357,0.6821237468466982,0.07039444548940033,purer
GSM4138112,7,1,Mono_CD14_ID1,specific,0.9047463027850867,349,,,no_baseline
GSM4138154,7,1,Mono_CD14_ID1,specific,0.8796474224109901,346,0.943462555263132,-0.06381513285214191,less_pure
GSM4138114,7,1,Mono_CD14_ID1,specific,0.9041187622949814,345,,,no_baseline
GSM4138125,7,3,Macrophage_family,family,0.7510424710902694,339,0.7439021951733407,0.007140275916928784,tie
GSM4138124,7,1,Mono_CD14_ID1,specific,0.9237456780946116,339,,,no_baseline
GSM4138167,7,1,Mono_CD14_ID1,specific,0.8982685146912551,336,,,no_baseline
GSM4138137,7,3,Macrophage_family,family,0.7915496097591852,305,0.747893468389154,0.043656141370031154,tie
GSM4138141,7,1,Mono_CD14_ID1,specific,0.894415114261546,295,,,no_baseline
GSM4138118,7,1,Mono_CD14_ID1,specific,0.9022237135692892,288,0.9335570118094065,-0.031333298240117324,tie
GSM4138144,7,1,Mono_CD14_ID1,specific,0.8933690019173579,278,,,no_baseline
GSM4138158,7,1,Mono_CD14_ID1,specific,0.9295715463367556,268,,,no_baseline
GSM4138145,7,1,Mono_CD14_ID1,specific,0.8318687849949159,231,,,no_baseline
GSM4138135,7,5,Ambiguous/Mixed,ambiguous,0.7612422218299462,229,,,ambiguous
GSM4138131,7,4,Ambiguous/Mixed,ambiguous,0.7152426498661342,191,,,ambiguous
GSM4138150,7,1,Mono_CD14_ID1,specific,0.9137768683727561,188,,,no_baseline
GSM4138155,7,1,Mono_CD14_ID1,specific,0.8179259614326891,182,,,no_baseline
GSM4138145,7,2,DC_family,family,0.7667565339396528,180,0.7535493269325659,0.013207207007086885,tie
GSM4138148,7,1,Mono_CD14_ID1,specific,0.8734551110742803,169,,,no_baseline
GSM4138155,7,2,DC_family,family,0.7156339822417607,169,0.7010983122032448,0.014535670038515858,tie
GSM4138137,7,5,Ambiguous/Mixed,ambiguous,0.8046854221180714,169,,,ambiguous
GSM4138139,7,3,Macrophage_family,family,0.738400915012926,164,0.6611390100606357,0.07726190495229035,purer
GSM4138139,7,1,Mono_CD14_ID1,specific,0.8569647318392697,163,,,no_baseline
GSM4138117,7,1,Mono_CD14_ID1,specific,0.8152954804919879,158,,,no_baseline
GSM4138127,7,1,Mono_CD14_ID1,specific,0.8854385673761549,153,,,no_baseline
GSM4138164,7,1,Mono_CD14_ID1,specific,0.8614121220574006,149,,,no_baseline
GSM4138135,7,1,Mono_CD14_ID1,specific,0.9285470774509396,149,,,no_baseline
GSM4138155,7,5,Ambiguous/Mixed,ambiguous,0.7511792856748427,142,,,ambiguous
GSM4138139,7,5,Ambiguous/Mixed,ambiguous,0.8246740033404026,140,,,ambiguous
GSM4138137,7,1,Mono_CD14_ID1,specific,0.8916128560070626,137,,,no_baseline
GSM4138131,7,1,Mono_CD14_ID1,specific,0.893620231078882,136,,,no_baseline
GSM4138143,7,1,Mono_CD14_ID1,specific,0.8356963884394084,135,,,no_baseline
GSM4138131,7,3,Macrophage_family,family,0.7891679715006328,135,0.7412359185254018,0.047932052975230954,tie
GSM4138125,7,1,Mono_CD14_ID1,specific,0.8510985476899218,133,,,no_baseline
GSM4138161,7,1,Mono_CD14_ID1,specific,0.8706415677673353,126,,,no_baseline
GSM4138111,7,1,Mono_CD14_ID1,specific,0.8126364816381839,125,,,no_baseline
GSM4138127,7,5,Ambiguous/Mixed,ambiguous,0.806792592924926,111,,,ambiguous
GSM4138127,7,4,Ambiguous/Mixed,ambiguous,0.783144294341297,109,,,ambiguous
GSM4138131,7,6,DC_pDC,specific,0.9183495726472163,108,0.9179857890881354,0.0003637835590808436,tie
GSM4138161,7,6,DC_pDC,specific,0.8669479000470499,107,0.8488491714550629,0.018098728591987023,tie
GSM4138131,7,5,Ambiguous/Mixed,ambiguous,0.8015744429485144,101,,,ambiguous
GSM4138143,7,2,DC_family,family,0.7778354547913591,99,0.7974127699611427,-0.01957731516978367,tie
GSM4138155,7,3,Macrophage_family,family,0.7283336337238286,98,0.6299154299118346,0.09841820381199406,purer
GSM4138141,7,2,DC_family,family,0.8243632076845719,95,0.7646439714392582,0.05971923624531372,purer
GSM4138161,7,2,DC_family,family,0.7543310480738157,94,0.6918033483531927,0.062527699720623,purer
GSM4138129,7,1,Mono_CD14_ID1,specific,0.8798254775142139,91,,,no_baseline
GSM4138121,7,5,Ambiguous/Mixed,ambiguous,0.7492306807912367,90,,,ambiguous
GSM4138133,7,3,Macrophage_family,family,0.8142632632369665,87,0.7734595161579602,0.04080374707900636,tie
GSM4138113,7,1,Mono_CD14_ID1,specific,0.8619256109051657,86,,,no_baseline
GSM4138141,7,4,Ambiguous/Mixed,ambiguous,0.7758937932120452,81,,,ambiguous
GSM4138123,7,4,Ambiguous/Mixed,ambiguous,0.7018885685829478,79,,,ambiguous
GSM4138117,7,3,Macrophage_family,family,0.797906075580249,79,0.7420397036679759,0.05586637191227306,purer
GSM4138133,7,4,Ambiguous/Mixed,ambiguous,0.7714387667256905,78,,,ambiguous
GSM4138129,7,3,Macrophage_family,family,0.8448279978406515,78,0.7576685488530968,0.08715944898755479,purer
GSM4138115,7,2,DC_family,family,0.8248290660188594,75,0.7727754744975728,0.052053591521286635,purer
GSM4138111,7,4,Ambiguous/Mixed,ambiguous,0.6910729566112408,72,,,ambiguous
GSM4138141,7,6,DC_pDC,specific,0.9165508686482305,72,0.9165508686482305,0.0,tie
GSM4138133,7,2,DC_family,family,0.869591411745131,67,0.7773132578349409,0.09227815391019012,purer
GSM4138137,7,4,Ambiguous/Mixed,ambiguous,0.8411965144307771,65,,,ambiguous
GSM4138111,7,2,DC_family,family,0.7985522767019447,65,0.7139188135165719,0.08463346318537279,purer
GSM4138111,7,6,DC_pDC,specific,0.8947421105721687,64,0.8980982837036952,-0.0033561731315264742,tie
GSM4138131,7,2,DC_family,family,0.8679187604286493,62,0.7536865945444218,0.11423216588422758,purer
GSM4138139,7,7,Mast,specific,0.966827109414383,59,0.9658315628046693,0.0009955466097136823,tie
GSM4138143,7,4,Ambiguous/Mixed,ambiguous,0.8032684253802751,58,,,ambiguous
GSM4138141,7,3,Macrophage_family,family,0.8747465570091368,57,0.8124580686420484,0.062288488367088446,purer
GSM4138133,7,1,Mono_CD14_ID1,specific,0.942042678532171,57,,,no_baseline
GSM4138159,7,1,Mono_CD14_ID1,specific,0.9410856453243512,53,,,no_baseline
GSM4138135,7,4,Ambiguous/Mixed,ambiguous,0.8668438473674768,52,,,ambiguous
GSM4138139,7,2,DC_family,family,0.891093085599491,52,0.8604547296733422,0.03063835592614872,tie
GSM4138155,7,6,DC_pDC,specific,0.9011069531084976,51,0.9062361607604512,-0.005129207651953571,tie
GSM4138117,7,4,Ambiguous/Mixed,ambiguous,0.7908580170175339,51,,,ambiguous
GSM4138161,7,5,Ambiguous/Mixed,ambiguous,0.8329962008477572,51,,,ambiguous
GSM4138139,7,4,Ambiguous/Mixed,ambiguous,0.817094294262244,51,,,ambiguous
GSM4138157,7,1,Mono_CD14_ID1,specific,0.9268573649155646,50,,,no_baseline
GSM4138123,7,6,DC_pDC,specific,0.9508575041839805,48,0.9383997749472549,0.012457729236725612,tie
GSM4138157,7,2,DC_family,family,0.8289049480989218,48,0.8709308666726747,-0.04202591857375293,tie
GSM4138119,7,1,Mono_CD14_ID1,specific,0.9465758877288001,48,,,no_baseline
GSM4138121,7,1,Mono_CD14_ID1,specific,0.9064324696355014,45,,,no_baseline
GSM4138143,7,6,DC_pDC,specific,0.9287322613330776,45,0.9295762244202338,-0.0008439630871561743,tie
GSM4138145,7,6,DC_pDC,specific,0.945258029964264,45,0.9472622152517468,-0.002004185287482807,tie
GSM4138159,7,2,DC_family,family,0.8089205054940727,45,0.774082064685566,0.03483844080850673,tie
GSM4138123,7,2,DC_family,family,0.7793867648753902,44,0.7694321137860433,0.0099546510893469,tie
GSM4138161,7,4,Ambiguous/Mixed,ambiguous,0.788745171673816,43,,,ambiguous
GSM4138127,7,3,Macrophage_family,family,0.9253492289193467,42,0.7778561108377001,0.14749311808164656,purer
GSM4138123,7,5,Ambiguous/Mixed,ambiguous,0.8804590901647799,38,,,ambiguous
GSM4138155,7,4,Ambiguous/Mixed,ambiguous,0.8847240625256085,36,,,ambiguous
GSM4138113,7,6,DC_pDC,specific,0.9193607203971467,34,0.9211167331049517,-0.0017560127078050103,tie
GSM4138145,7,5,Ambiguous/Mixed,ambiguous,0.929787372445318,33,,,ambiguous
GSM4138135,7,2,DC_family,family,0.8563168086952782,32,0.841697457205539,0.01461935148973914,tie
GSM4138143,7,7,Mast,specific,0.9748135904112316,31,0.9748135904112316,0.0,tie
GSM4138115,7,1,Mono_CD14_ID1,specific,0.9575802705409975,31,,,no_baseline
GSM4138123,7,1,Mono_CD14_ID1,specific,0.9491042945264545,31,,,no_baseline
GSM4138129,7,5,Ambiguous/Mixed,ambiguous,0.9009783901763304,31,,,ambiguous
GSM4138147,7,6,DC_pDC,specific,0.935324749011505,31,0.935324749011505,0.0,tie
GSM4138137,7,2,DC_family,family,0.8649743954733138,31,0.839030314310623,0.025944081162690757,tie
GSM4138111,7,7,Mast,specific,0.9050661191766445,28,0.9059125026497903,-0.0008463834731458064,tie
GSM4138127,7,6,DC_pDC,specific,0.9560784239578238,28,0.9441912994803779,0.011887124477445887,tie
GSM4138113,7,2,DC_family,family,0.8664178414200414,28,0.7632287255055046,0.10318911591453683,purer
GSM4138119,7,2,DC_family,family,0.7973531841943233,27,0.903900009773125,-0.10654682557880168,less_pure
GSM4138145,7,4,Ambiguous/Mixed,ambiguous,0.8974993227115186,27,,,ambiguous
GSM4138125,7,2,DC_family,family,0.9108778683011874,25,0.95113418699402,-0.04025631869283253,tie
GSM4138112,7,6,DC_pDC,specific,0.9670409840078681,25,0.9672228106134714,-0.00018182660560328578,tie
GSM4138129,7,6,DC_pDC,specific,0.9868286715955322,25,0.9868286715955322,0.0,tie
GSM4138119,7,3,Macrophage_family,family,0.8436462650752521,24,0.7571052713504478,0.08654099372480428,purer
GSM4138153,7,2,DC_family,family,0.9253293528897513,24,0.9378503541294222,-0.012521001239670926,tie
GSM4138115,7,4,Ambiguous/Mixed,ambiguous,0.9567688038984894,23,,,ambiguous
GSM4138143,7,3,Macrophage_family,family,0.9114122576070792,23,0.7385317125013253,0.1728805451057539,purer
GSM4138139,7,6,DC_pDC,specific,0.9506174967437965,22,0.9506174967437965,0.0,tie
GSM4138141,7,5,Ambiguous/Mixed,ambiguous,0.9504603206790257,22,,,ambiguous
GSM4138129,7,2,DC_family,family,0.9511530133079233,22,0.8738886990016175,0.07726431430630587,purer
GSM4138160,7,6,DC_pDC,specific,0.9826077730887751,22,0.980833886723325,0.0017738863654500614,tie
GSM4138117,7,2,DC_family,family,0.9676818198729329,21,0.8983178908723612,0.06936392900057164,purer
GSM4138111,7,3,Macrophage_family,family,0.9111643394169278,21,0.7348820353100064,0.17628230410692136,purer
GSM4138135,7,7,Mast,specific,1.0,21,1.0,0.0,tie
GSM4138157,7,5,Ambiguous/Mixed,ambiguous,0.9292279759815614,20,,,ambiguous
GSM4138144,7,2,DC_family,family,0.9708045111142379,20,0.8857225642654714,0.08508194684876658,purer
GSM4138133,7,6,DC_pDC,specific,0.9772575612773257,20,0.9780104357713506,-0.0007528744940249466,tie
GSM4138122,7,6,DC_pDC,specific,0.9782659584116306,20,0.9782659584116306,0.0,tie
GSM4138168,7,6,DC_pDC,specific,0.9457890908623999,20,0.9457890908623999,0.0,tie
GSM4138110,7,6,DC_pDC,specific,0.9697106021963595,20,0.9555193703185515,0.01419123187780802,tie
GSM4138128,7,6,DC_pDC,specific,0.9782659584116306,20,0.9782659584116306,0.0,tie
GSM4138121,7,2,DC_family,family,0.9262283701585734,19,0.85151969778944,0.07470867236913337,purer
GSM4138135,7,6,DC_pDC,specific,0.9592348250153161,19,0.9787886250594097,-0.019553800044093572,tie
GSM4138127,7,2,DC_family,family,0.974423076742236,19,0.891335201708411,0.08308787503382509,purer
GSM4138157,7,3,Macrophage_family,family,0.9635954523219945,19,0.8168706613307802,0.14672479099121427,purer
